CurrentEquipmentDays,PercChangeMinutes,MonthlyMinutes,PeakCallsInOut,OffPeakCallsInOut,ReceivedCalls,MonthsInService,UnansweredCalls,OutboundCalls,TotalRecurringCharge,AgeHH1,InboundCalls,CustomerCareCalls
143.0,-1007.0,7.590346945602565,6.577861357721047,4.115779842942166,6.246494287284514,4.07753744390572,4.747537427275013,3.1654750481410856,100.0,48.0,1.308332819650179,0.262364264467491
573.0,14.0,3.8712010109078903,3.1354942159291497,1.4586150226995167,0.6931471805599453,4.007333185232471,1.1939224684724346,2.3978952727983707,30.0,52.0,0.9932517730102834,0.0
319.0,32.0,3.555348061489413,2.72785282839839,0.0,0.4054651081081644,3.970291913552122,0.5306282510621704,0.262364264467491,30.0,42.0,0.0,0.0
776.0,81.0,3.7612001156935615,1.3862943611198906,0.5306282510621704,0.0,4.07753744390572,0.0,0.0,17.0,36.0,0.0,0.0
1395.0,-54.0,4.553876891600541,3.306886702190914,3.0106208860477417,3.0204248861443626,4.007333185232471,1.840549633397487,0.6931471805599453,30.0,42.0,0.0,0.0
628.0,-11.0,4.941642422609304,3.342861804649192,2.791165107812717,4.297285406218791,3.970291913552122,1.4586150226995167,1.547562508716013,35.0,40.0,0.262364264467491,0.0
138.0,-16.0,3.8501476017100575,2.079441541679836,2.70805020110221,1.1939224684724346,4.07753744390572,2.1162555148025524,0.0,17.0,74.0,0.262364264467491,0.0
917.0,41.0,4.204692619390966,3.487375077903208,1.9878743481543453,3.295836866004329,4.04305126783455,0.832909122935104,1.667706820558076,30.0,48.0,0.0,0.0
258.0,-14.0,7.085901464365611,5.916202062607435,4.200204952921578,5.666426688112432,4.007333185232471,3.9945242269398897,4.525044141508807,75.0,28.0,2.5877640352277083,1.308332819650179
630.0,94.0,5.056245805348308,4.138361447638875,2.7536607123542622,2.7013612129514133,4.04305126783455,1.3862943611198906,1.791759469228055,30.0,36.0,1.6094379124341005,0.0
179.0,54.0,5.2832037287379885,3.6635616461296463,3.0106208860477417,4.318820558770089,4.007333185232471,1.9878743481543453,2.3702437414678603,30.0,50.0,1.9021075263969205,0.0
107.0,-184.0,6.493753839851687,5.093750200806762,3.505557396986398,5.936216072877503,4.060443010546419,2.424802725718295,4.229749199228304,50.0,46.0,0.832909122935104,0.0
616.0,-47.0,4.04305126783455,3.411147712515324,1.9459101490553128,2.6741486494265287,3.9889840465642745,1.6094379124341005,1.6094379124341005,30.0,74.0,1.4586150226995167,0.262364264467491
1661.0,-4.0,1.6094379124341005,1.3862943611198906,0.5306282510621704,0.1823215567939546,4.02535169073515,0.9932517730102834,0.0,17.0,64.0,0.0,0.0
864.0,-2.0,6.529418838262226,4.88507207112091,4.012772908528289,5.321545492667243,4.02535169073515,3.2068032436339315,3.0106208860477417,55.0,50.0,0.262364264467491,1.791759469228055
151.0,-206.0,6.748759547491679,5.306781444960167,4.31748811353631,5.722931293494962,3.9889840465642745,3.8712010109078903,4.019980146933238,85.0,50.0,3.4242626545931514,0.6931471805599453
162.0,-258.0,6.663132695990803,4.178992036282385,4.789988622980633,6.669117306709278,4.02535169073515,1.3862943611198906,0.832909122935104,25.0,36.0,0.0,0.262364264467491
985.0,25.0,3.218875824868201,1.6094379124341005,1.840549633397487,0.0953101798043248,3.951243718581428,1.0986122886681096,1.547562508716013,30.0,72.0,0.0,0.5306282510621704
20.0,447.0,7.165493475060845,5.847305451408376,4.465908118654584,5.342812606434588,4.02535169073515,3.696351468952637,4.532599493153256,68.0,64.0,1.9878743481543453,1.4586150226995167
977.0,6.0,4.61512051684126,3.0106208860477417,2.3978952727983707,2.174751721484161,3.9889840465642745,2.9806186357439426,0.6931471805599453,50.0,42.0,0.0,0.0
528.0,50.0,6.003887067106539,4.877484781308751,2.2300144001592104,4.314817884980432,4.02535169073515,2.5877640352277083,3.030133700271324,50.0,44.0,0.0,1.0986122886681096
1536.0,0.0,0.6931471805599453,0.5306282510621704,0.262364264467491,0.262364264467491,3.9318256327243257,0.0,0.0,20.0,46.0,0.0,0.0
1023.0,0.0,3.610917912644224,1.791759469228055,1.1939224684724346,0.7884573603642702,4.02535169073515,1.0986122886681096,0.9932517730102834,45.0,40.0,0.262364264467491,0.0
1597.0,146.0,4.276666119016055,2.2300144001592104,1.308332819650179,1.2237754316221157,3.9889840465642745,1.308332819650179,0.6931471805599453,38.0,76.0,0.0,0.0
122.0,-31.0,5.8111409929767,5.3097517441737,3.190476350346503,3.53222564406856,3.9318256327243257,3.5467396869528134,2.302585092994046,75.0,30.0,1.7404661748405044,0.262364264467491
530.0,76.0,4.189654742026425,3.342861804649192,0.6931471805599453,2.174751721484161,3.9318256327243257,1.308332819650179,0.6931471805599453,30.0,40.0,0.0,0.0
307.0,-230.0,7.776115477098742,6.281705841954686,5.452325179027384,5.971771913762246,4.04305126783455,5.087596335232384,4.983606621708336,150.0,50.0,4.641502115235482,2.3702437414678603
86.0,367.0,6.61472560020376,5.362699625477305,4.492001487882454,5.2045559867335625,3.9318256327243257,3.964615455547317,2.660259537265861,85.0,48.0,2.70805020110221,1.308332819650179
1695.0,15.0,3.044522437723423,1.840549633397487,0.6931471805599453,1.547562508716013,4.04305126783455,1.840549633397487,0.0,17.0,44.0,0.0,0.6931471805599453
492.0,-641.0,7.421775793644647,5.799092654460526,4.880526608749236,6.452679670320638,4.007333185232471,3.5467396869528134,3.7612001156935615,75.0,42.0,3.828641396489095,0.0
100.0,-186.0,7.271703706887368,6.244166900663736,4.830710861902023,6.058889523422771,3.9318256327243257,4.48863636973214,4.07753744390572,83.0,50.0,3.4011973816621555,0.262364264467491
659.0,217.0,7.115582126184454,5.378513908542313,5.051777237427431,5.5579856925446185,3.970291913552122,3.720862499966987,4.651099117876491,60.0,30.0,3.295836866004329,2.3702437414678603
839.0,10.0,2.9444389791664403,2.509599262378372,1.4586150226995167,2.2512917986064958,4.007333185232471,0.0,0.6931471805599453,19.0,54.0,0.262364264467491,0.0
374.0,79.0,6.329720905522696,4.93662988078576,3.975936331171799,5.509793112994564,4.04305126783455,3.104586678466073,3.6189933266497696,71.0,42.0,3.3775875160230218,0.0
163.0,-52.0,6.9167150203536085,5.421861552639491,5.288267030694535,5.501666290534067,3.970291913552122,4.418840607796598,4.663439094112067,60.0,54.0,3.737669618283368,0.0
47.0,-394.0,8.15478757276852,7.071828000719295,5.172187089403825,6.914134885946176,4.007333185232471,5.01529110563245,4.223909766576744,85.0,38.0,5.2832037287379885,0.5306282510621704
49.0,119.0,6.723832440821209,5.049856007249537,3.505557396986398,5.647564794657972,4.04305126783455,2.3978952727983707,3.6454498961866,75.0,30.0,2.639057329615259,0.0
4.0,14.0,6.918695219020472,4.3528552573736015,4.406719247264253,5.024538199265248,3.970291913552122,3.475067230228611,2.8903717578961645,60.0,42.0,2.995732273553991,0.5306282510621704
350.0,299.0,6.720220155135295,5.525452939131784,3.122364924487357,5.178970608915471,3.9318256327243257,3.517497837358316,3.610917912644224,75.0,52.0,2.72785282839839,0.262364264467491
331.0,-86.0,5.003946305945459,3.8501476017100575,3.077312260546414,3.676300671907076,3.9318256327243257,2.509599262378372,2.1162555148025524,45.0,50.0,1.4586150226995167,0.0
158.0,-196.0,6.202535517187923,4.127134385045092,3.284663565406204,1.0296194171811583,3.970291913552122,2.5649493574615367,0.6931471805599453,85.0,48.0,0.0,0.0
451.0,26.0,6.710523109452428,4.618086411254637,3.864931397894296,4.941642422609304,4.04305126783455,3.535145354171894,2.928523523860541,60.0,48.0,0.9932517730102834,2.0412203288596382
1583.0,19.0,3.555348061489413,2.96010509591084,1.547562508716013,0.0,3.970291913552122,0.5306282510621704,2.815408719422709,15.0,68.0,0.0,0.262364264467491
527.0,20.0,5.003946305945459,4.200204952921578,2.079441541679836,2.1041341542702074,4.007333185232471,2.4849066497880004,1.9459101490553128,30.0,56.0,0.0,0.5306282510621704
652.0,355.0,7.227662498728655,5.35800036870921,4.8338981155962015,5.242275975664412,4.04305126783455,3.983413001514819,3.4339872044851463,85.0,48.0,1.840549633397487,1.3862943611198906
161.0,58.0,6.289715570908998,4.738826570800765,3.091042453358316,4.612145799724517,4.007333185232471,2.660259537265861,3.475067230228611,75.0,40.0,2.079441541679836,0.0
306.0,-177.0,7.409136443920128,6.023447592961033,4.055257173514054,5.895779296973574,3.9318256327243257,3.1780538303479458,4.51085950651685,83.0,40.0,3.555348061489413,0.0
1475.0,308.0,6.859614903654202,5.707110264748875,4.564348191467836,6.142467420644509,4.007333185232471,3.877431560658527,2.2300144001592104,50.0,42.0,2.1162555148025524,0.0
163.0,110.0,6.928537818164665,5.481888142742423,4.709530201312334,5.486455308663431,4.007333185232471,3.258096538021482,3.937690752176724,58.0,42.0,3.4657359027997265,0.0
11.0,-14.0,4.262679877041316,3.295836866004329,2.509599262378372,0.7419373447293773,3.970291913552122,2.1162555148025524,2.509599262378372,50.0,46.0,0.5306282510621704,0.0
1116.0,78.0,5.087596335232384,3.6635616461296463,3.1654750481410856,3.484312288372662,4.04305126783455,0.832909122935104,2.70805020110221,89.0,42.0,0.0,0.0
1599.0,225.0,7.049254841255837,4.262679877041316,3.975936331171799,6.1675164908883415,4.007333185232471,3.077312260546414,3.0106208860477417,95.0,42.0,2.772588722239781,0.832909122935104
240.0,-366.0,7.757478766584179,5.660526965985244,4.59511985013459,6.414605840229089,4.007333185232471,3.8918202981106265,3.49650756146648,78.0,42.0,3.906004933102583,0.0
452.0,-30.0,6.665683717782408,5.28978103552575,3.681351187693145,6.173994415536895,4.007333185232471,2.9444389791664403,2.8507065015037334,80.0,62.0,1.308332819650179,0.0
387.0,-373.0,7.4999765409521215,6.251325681357355,4.300002799195291,6.491178666119254,3.970291913552122,4.258445572902527,3.6375861597263857,85.0,48.0,3.897924081048645,0.0
701.0,-174.0,5.910796644040527,4.248495242049359,3.306886702190914,4.417635062141249,4.04305126783455,3.3214324131932926,3.306886702190914,45.0,48.0,0.9932517730102834,0.0
135.0,-18.0,5.676753802268282,3.856510295497887,4.163559631243574,4.3476939555933765,3.970291913552122,3.7612001156935615,1.791759469228055,45.0,42.0,1.1939224684724346,0.0
773.0,184.0,7.067319848653476,6.093569770045136,3.505557396986398,5.870708345972182,4.007333185232471,3.688879454113936,4.529368472571809,83.0,44.0,4.473921899378137,0.262364264467491
336.0,-338.0,7.365812837209471,5.396804313262691,3.897924081048645,6.4792773965649,3.9318256327243257,3.044522437723423,4.055257173514054,77.0,42.0,3.246490991901174,0.262364264467491
318.0,-2239.0,7.721791776817535,6.110801929696603,5.483551344789026,6.625657584824257,4.007333185232471,4.4272389774954295,4.793308128103486,83.0,38.0,4.592084946439436,0.0
430.0,-53.0,6.568077911411976,4.804021044733257,5.1101789244325175,5.647564794657972,4.04305126783455,3.6712245188752153,4.308110951723713,50.0,38.0,3.864931397894296,0.0
581.0,-60.0,5.840641657373398,4.721173861744397,3.610917912644224,4.912654885736052,4.007333185232471,3.218875824868201,2.302585092994046,75.0,58.0,0.5306282510621704,0.0
77.0,5.0,8.245121966478605,7.005154184969269,5.670914871030584,7.097879647839113,3.9318256327243257,4.550714000192032,5.135798437050262,183.0,48.0,3.7612001156935615,0.5306282510621704
116.0,240.0,7.421177528595393,5.874087678954409,4.846546505563361,6.170447202636422,3.970291913552122,4.571613402459248,3.9945242269398897,83.0,62.0,4.08260930600368,0.5306282510621704
45.0,-45.0,6.248042874508429,4.553876891600541,3.813307032488989,4.39197696552705,4.007333185232471,3.367295829986474,3.05870707271538,50.0,48.0,0.9932517730102834,0.0
10.0,-9.0,6.682108597449809,5.476463551931511,4.272490747605575,5.710095836712793,3.912023005428146,3.591817741270805,3.1354942159291497,60.0,32.0,1.4586150226995167,0.262364264467491
574.0,-146.0,5.204006687076795,4.442651256490317,3.6454498961866,3.1612467120315646,3.912023005428146,3.0106208860477417,3.744787086052232,30.0,32.0,2.1162555148025524,1.9878743481543453
710.0,-119.0,7.062191632286556,5.711419901785413,4.215086179918229,5.826295049131593,3.912023005428146,3.1654750481410856,4.394449154672439,75.0,42.0,3.5263605246161616,0.0
124.0,-422.0,8.074337694089515,6.810473156175584,5.353278924622011,6.716473700816671,3.9889840465642745,4.962844630259907,4.960744524482791,213.0,40.0,3.367295829986474,1.7404661748405044
754.0,-66.0,4.204692619390966,0.9932517730102834,0.0,0.0,3.951243718581428,0.0,0.5306282510621704,30.0,54.0,0.0,0.5306282510621704
1565.0,-47.0,5.043425116919247,3.951243718581428,2.833213344056216,3.218875824868201,3.951243718581428,2.772588722239781,2.9444389791664403,50.0,50.0,2.272125885509337,0.0
151.0,-102.0,7.699389406256737,6.123150487933357,5.404027820970151,6.805390272304109,3.9889840465642745,3.9945242269398897,4.048300623720694,85.0,42.0,3.784189633918261,2.509599262378372
69.0,-156.0,7.499423290592229,5.674353663965389,5.001930853466109,6.018349875889364,3.912023005428146,4.154184562578117,3.9318256327243257,75.0,42.0,2.639057329615259,1.0986122886681096
270.0,-35.0,3.80666248977032,2.639057329615259,1.4586150226995167,2.0541237336955462,3.951243718581428,1.9021075263969205,0.9932517730102834,45.0,42.0,1.3862943611198906,0.5306282510621704
241.0,474.0,7.456454555176209,5.7407570774475625,4.789988622980633,6.085865222529466,4.02535169073515,4.178992036282385,4.892602227184663,87.0,42.0,4.5880240271531205,1.6094379124341005
383.0,0.0,0.0,0.0,0.0,0.0,3.912023005428146,0.0,0.0,27.0,40.0,0.0,0.0
109.0,-5.0,6.302618975744905,3.975936331171799,3.713572066704308,3.6686767467964168,3.9889840465642745,3.091042453358316,2.5649493574615367,60.0,42.0,0.832909122935104,0.0
638.0,-60.0,6.673297967767654,5.985697952213645,2.995732273553991,5.288267030694535,3.951243718581428,3.456316680883235,4.072439726834051,75.0,46.0,1.667706820558076,0.6931471805599453
776.0,-58.0,5.393627546352361,3.720862499966987,3.269568939183719,2.6100697927420065,3.951243718581428,3.1780538303479458,1.9459101490553128,30.0,56.0,0.0,1.308332819650179
1669.0,-12.0,2.9444389791664403,2.9069010598473755,1.4586150226995167,1.5686159179138452,4.02535169073515,1.9021075263969205,0.0,30.0,72.0,0.0,0.0
226.0,-12.0,7.113956109566034,5.255931650051599,4.882801922586371,6.176282984100524,4.02535169073515,3.295836866004329,4.238444906195857,108.0,38.0,3.555348061489413,0.262364264467491
517.0,-2.0,4.727387818712341,3.713572066704308,2.079441541679836,2.89591193827178,3.912023005428146,2.660259537265861,1.9459101490553128,32.0,42.0,0.0,0.0
180.0,53.0,5.5053315359323625,4.030694535145645,3.813307032488989,4.293195420967266,3.951243718581428,3.0106208860477417,3.342861804649192,30.0,38.0,2.424802725718295,0.0
275.0,-119.0,6.35088571671474,4.78164132910387,4.280824129164719,5.685279003091641,3.951243718581428,3.4011973816621555,0.832909122935104,59.0,42.0,1.547562508716013,0.262364264467491
181.0,41.0,5.69035945432406,4.209160236650682,3.864931397894296,3.0819099697950434,3.9889840465642745,2.96010509591084,3.3214324131932926,30.0,44.0,0.832909122935104,1.3862943611198906
422.0,-80.0,6.744059186311348,0.0,0.0,0.0,3.9889840465642745,0.0,0.0,70.0,42.0,0.0,0.0
132.0,-922.0,7.444833273892193,6.686235408784025,4.262679877041316,6.384857073981877,4.02535169073515,4.290459441148391,3.681351187693145,75.0,52.0,4.258445572902527,1.0986122886681096
418.0,-100.0,6.765038976780541,5.594711379601839,2.660259537265861,3.605497845174885,3.912023005428146,3.6189933266497696,3.2068032436339315,38.0,50.0,1.1939224684724346,0.0
395.0,-520.0,7.252053951852813,6.125339630664009,3.258096538021482,5.311727053457954,3.951243718581428,4.215086179918229,3.906004933102583,75.0,54.0,1.840549633397487,0.0
279.0,506.0,6.19644412779452,4.964940334834126,3.475067230228611,4.6491870714048655,3.951243718581428,3.864931397894296,3.3214324131932926,70.0,30.0,2.660259537265861,0.6931471805599453
411.0,5.0,3.555348061489413,2.928523523860541,2.1162555148025524,2.128231705849268,3.912023005428146,1.0986122886681096,0.0,5.0,40.0,0.0,0.0
561.0,-21.0,4.276666119016055,2.873564639579784,1.308332819650179,2.9338568698359038,3.9889840465642745,1.840549633397487,0.832909122935104,40.0,46.0,0.0,0.0
-3.0,-149.0,8.177515823846075,6.587963152612122,6.15209419303295,7.342584995720205,4.02535169073515,4.801558999993482,3.3214324131932926,150.0,42.0,2.0412203288596382,0.0
1493.0,-154.0,5.831882477283517,4.3694478524670215,3.5467396869528134,4.404277243608702,3.912023005428146,3.030133700271324,2.4849066497880004,35.0,42.0,0.0,0.832909122935104
831.0,-57.0,5.662960480135946,4.602165676967792,3.030133700271324,3.899950424193877,4.02535169073515,3.1780538303479458,2.9069010598473755,30.0,42.0,0.832909122935104,1.4586150226995167
1333.0,0.0,0.0,0.0,0.0,0.0,4.02535169073515,0.0,0.0,10.0,38.0,0.0,0.0
489.0,-1037.0,8.184513753033722,6.478970365552356,4.8496837630384935,6.597963920942255,3.951243718581428,5.37989735354046,5.001930853466109,59.0,50.0,4.030694535145645,0.832909122935104
503.0,-12.0,3.9318256327243257,2.7536607123542622,1.9878743481543453,2.2823823856765264,3.951243718581428,0.9932517730102834,1.3862943611198906,30.0,44.0,0.262364264467491,0.0
318.0,135.0,6.186208623900494,5.143416405330075,3.4242626545931514,4.982235819574558,3.9889840465642745,3.05870707271538,3.258096538021482,50.0,42.0,1.9459101490553128,0.9932517730102834
315.0,102.0,5.272999558563747,3.983413001514819,2.424802725718295,3.284663565406204,3.912023005428146,1.6094379124341005,2.70805020110221,20.0,56.0,1.840549633397487,0.0
1595.0,-18.0,2.9444389791664403,2.1162555148025524,0.9932517730102834,0.0,3.9889840465642745,0.9932517730102834,0.0,5.0,38.0,0.0,0.0
672.0,-113.0,6.218600119691729,4.030694535145645,3.945457781514384,4.368181227851829,3.9889840465642745,3.937690752176724,2.5877640352277083,45.0,54.0,0.0,0.9932517730102834
77.0,265.0,8.073091199693154,6.403574197934815,6.074656137994746,7.322906656679722,3.912023005428146,4.557029810660157,4.768139014266231,83.0,30.0,3.563882963939251,0.0
299.0,-43.0,7.057897937411856,6.09807428216624,4.089332020398556,6.000424288479454,4.02535169073515,4.219507705176107,3.6027767550605247,105.0,62.0,1.9021075263969205,0.0
1592.0,-36.0,4.969813299576001,4.418840607796598,1.4586150226995167,2.2300144001592104,3.9889840465642745,2.5877640352277083,4.060443010546419,107.0,42.0,1.7404661748405044,0.0
329.0,74.0,5.010635294096256,3.813307032488989,2.33214389523559,3.529297384289471,3.9889840465642745,1.4586150226995167,1.7404661748405044,74.0,42.0,2.4595888418037104,0.0
475.0,-217.0,6.792344427470809,5.7407570774475625,4.663439094112067,4.922168312773925,3.912023005428146,4.480740107609915,4.577798989191959,75.0,54.0,3.744787086052232,0.0
902.0,-5.0,5.905361848054571,0.0,0.0,0.0,4.02535169073515,0.0,0.0,45.0,42.0,0.0,0.0
1590.0,73.0,6.084499413075172,4.037774210733707,4.001863709427935,3.696351468952637,3.9889840465642745,3.218875824868201,2.1162555148025524,50.0,54.0,0.832909122935104,0.262364264467491
669.0,-171.0,5.87493073085203,4.838660029356445,3.737669618283368,5.331752142634274,3.912023005428146,3.0106208860477417,1.0986122886681096,55.0,60.0,0.9932517730102834,0.0
99.0,-86.0,6.551080335043404,5.5093883366279774,4.49647076906475,5.609838028479659,4.02535169073515,2.424802725718295,4.290459441148391,80.0,32.0,3.456316680883235,0.832909122935104
4.0,-5.0,5.905361848054571,0.0,0.0,0.0,3.912023005428146,0.0,0.0,45.0,74.0,0.0,0.0
86.0,-166.0,6.173786103901937,3.9318256327243257,4.809742351716865,4.838660029356445,3.9889840465642745,3.629660094453965,3.6375861597263857,75.0,60.0,2.5649493574615367,0.0
61.0,134.0,6.38856140554563,4.394449154672439,3.563882963939251,4.523960130562548,3.951243718581428,2.815408719422709,2.4595888418037104,102.0,52.0,0.6931471805599453,1.0986122886681096
675.0,-4.0,6.595780513961311,5.529429087511423,3.05870707271538,5.9253247446034365,4.02535169073515,2.7536607123542622,3.655839600035736,140.0,58.0,2.424802725718295,0.0
799.0,-2.0,1.0986122886681096,1.308332819650179,0.0,0.0,4.02535169073515,0.0,1.0986122886681096,75.0,64.0,0.0,0.0
47.0,151.0,5.991464547107982,4.751000634199631,2.772588722239781,4.389498649512583,3.951243718581428,3.3775875160230218,2.772588722239781,32.0,64.0,0.5306282510621704,0.0
325.0,72.0,4.976733742420574,3.391147045808654,3.030133700271324,3.725693427236653,3.912023005428146,1.9459101490553128,2.1633230256605382,50.0,36.0,0.262364264467491,0.262364264467491
109.0,-1597.0,7.820037989458753,6.736966958001855,5.35517017814082,6.724313094519479,4.02535169073515,4.995183189537334,5.098035484377089,85.0,68.0,5.221976133291314,0.262364264467491
30.0,-784.0,7.094234845924755,5.555669089191984,3.6027767550605247,6.090178020044014,3.951243718581428,3.828641396489095,3.696351468952637,85.0,42.0,3.3775875160230218,0.262364264467491
239.0,-111.0,6.732210706467206,5.342334251964811,4.08260930600368,4.49647076906475,3.951243718581428,4.007333185232471,3.945457781514384,85.0,50.0,2.19722457733622,0.0
305.0,-538.0,7.131698510466912,5.668845904775305,2.0412203288596382,5.991464547107982,3.8918202981106265,3.877431560658527,1.7404661748405044,75.0,46.0,0.5306282510621704,0.0
804.0,112.0,6.99117688712121,5.537334267018537,4.653960350157523,6.156343190290216,3.951243718581428,3.956996371070877,4.122283930911342,75.0,40.0,3.258096538021482,0.262364264467491
1583.0,-159.0,6.93537044601511,5.708106446136256,4.356708826689592,6.296740927960714,3.9889840465642745,3.975936331171799,3.218875824868201,50.0,62.0,1.9878743481543453,0.0
75.0,-126.0,6.222576268071369,4.622027303054514,3.912023005428146,4.0943445622221,3.9889840465642745,3.655839600035736,2.8507065015037334,63.0,42.0,1.0986122886681096,0.5306282510621704
443.0,139.0,6.07073772800249,4.089332020398556,2.509599262378372,3.4339872044851463,4.02535169073515,2.3978952727983707,2.617395832834079,50.0,54.0,0.832909122935104,0.0
293.0,156.0,6.030685260261263,4.798266815950004,3.3214324131932926,4.671893818030999,3.9318256327243257,3.284663565406204,2.3978952727983707,45.0,56.0,0.0,0.0
115.0,-233.0,7.195937226475569,5.967940002061025,4.727387818712341,6.002898924733645,4.007333185232471,3.951243718581428,4.04305126783455,75.0,48.0,4.343805421853684,1.4586150226995167
348.0,-431.0,7.007600613951853,4.974662633637438,3.730501128804756,5.583496308781699,4.007333185232471,4.178992036282385,3.3775875160230218,60.0,36.0,2.3978952727983707,1.9459101490553128
631.0,997.0,8.054840221101024,6.158460937799191,5.010635294096256,6.672412620210929,3.9318256327243257,4.499809670330265,4.356708826689592,75.0,44.0,2.70805020110221,1.840549633397487
96.0,-1107.0,7.010311867307229,5.908082938168931,5.189060380611087,5.68833037009728,3.9318256327243257,3.983413001514819,4.3694478524670215,83.0,42.0,2.928523523860541,0.0
1638.0,6.0,2.5649493574615367,0.5306282510621704,1.4586150226995167,1.3862943611198906,4.007333185232471,0.0,0.262364264467491,20.0,46.0,0.0,0.0
547.0,-512.0,6.650279048587422,4.390738575275903,3.456316680883235,5.884435974349459,3.970291913552122,3.342861804649192,2.2300144001592104,60.0,42.0,0.6931471805599453,0.0
284.0,90.0,7.030857476116121,5.597310230145684,4.223909766576744,6.067035733955056,3.8918202981106265,2.9444389791664403,3.983413001514819,75.0,42.0,3.190476350346503,1.0986122886681096
1441.0,20.0,3.8501476017100575,2.1633230256605382,1.7404661748405044,0.8754687373538999,3.970291913552122,2.1633230256605382,0.0,30.0,50.0,0.0,1.547562508716013
438.0,32.0,6.171700597410915,5.149237143533884,3.104586678466073,4.4796069630127455,3.8918202981106265,2.928523523860541,3.720862499966987,60.0,48.0,3.3775875160230218,0.0
25.0,-65.0,7.141245122350491,5.337538079701318,5.578597109233056,5.906723318652891,3.8918202981106265,4.888090941338162,4.219507705176107,75.0,38.0,3.517497837358316,0.6931471805599453
1636.0,0.0,0.0,0.0,0.0,0.0,4.007333185232471,0.0,0.0,10.0,56.0,0.0,0.0
241.0,-359.0,7.918264686095274,6.52795791762255,5.038898759369115,7.219861635344442,3.8918202981106265,3.6712245188752153,3.342861804649192,75.0,42.0,3.505557396986398,0.0
206.0,-355.0,7.392031567514591,5.730099782973575,4.838660029356445,6.342121418721152,3.8918202981106265,4.300002799195291,4.330733340286331,75.0,28.0,3.784189633918261,0.262364264467491
314.0,39.0,7.429520842786462,5.202356975402125,4.825910852685991,6.62685019080938,3.9318256327243257,3.2308043957334744,4.110873864173311,75.0,72.0,3.970291913552122,0.0
539.0,204.0,5.730099782973575,2.4595888418037104,3.877431560658527,0.0,3.8918202981106265,3.2308043957334744,0.262364264467491,35.0,60.0,0.0,0.0
54.0,134.0,7.095893221097532,6.07235305084132,4.694096395182493,3.391147045808654,3.9318256327243257,4.360547602996757,4.04305126783455,75.0,42.0,1.547562508716013,0.0
6.0,-30.0,6.066108090103747,5.021904886354487,3.1780538303479458,4.879006851617819,4.007333185232471,2.8903717578961645,2.6878474937846906,50.0,60.0,0.0,0.0
19.0,-254.0,7.385230923066573,6.3473892096560105,4.854371271621591,6.421134343912964,3.8918202981106265,4.553876891600541,4.59511985013459,93.0,60.0,4.514150787600923,1.7404661748405044
